endTime,artistName,trackName,msPlayed
2023-03-10 22:58,Hot Chelle Rae,Don't Say Goodnight,119586
2023-03-11 05:20,Florocka,Twale,256998
2023-03-11 05:27,Banky W.,My Destiny,435472
2023-03-11 05:42,DOE,What I'm Waiting For,170589
2023-03-11 18:14,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506
2023-03-11 18:19,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258431
2023-03-11 18:21,Kanye West,All Of The Lights,121662
2023-03-11 18:26,J. Cole,No Role Modelz,292799
2023-03-11 18:29,Young Thug,The London (feat. J. Cole & Travis Scott),200186
2023-03-11 18:32,Travis Scott,STARGAZING,208737
2023-03-11 18:36,Drake,God's Plan,198973
2023-03-11 18:40,Rihanna,We Found Love,215226
2023-03-11 18:43,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),202626
2023-03-11 18:55,Avicii,Wake Me Up,108158
2023-03-12 04:07,Avicii,Wake Me Up,6425
2023-03-12 06:13,Avicii,Wake Me Up,6466
2023-03-12 07:42,Avicii,Wake Me Up,2025
2023-03-12 08:17,Hillsong Instrumentals,Awake My Soul - Upright Piano,35920
2023-03-12 08:18,Hillsong Instrumentals,Awake My Soul - Upright Piano,942
2023-03-12 08:18,Chillout Avenue,Waiting for You,494
2023-03-12 08:18,Avicii,Wake Me Up,71646
2023-03-12 08:24,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",15892
2023-03-12 08:24,Hillsong Instrumentals,Christ Is Enough,334440
2023-03-12 08:28,Hillsong Instrumentals,Forever Reign - Upright Piano,258490
2023-03-12 08:35,Hillsong Instrumentals,Holy Ground,373748
2023-03-12 08:41,Hillsong Instrumentals,Cornerstone,355333
2023-03-12 08:44,Hillsong Instrumentals,Calvary - Upright Piano,226585
2023-03-12 08:49,Hillsong Instrumentals,Upper Room,249660
2023-03-12 08:54,Hillsong Instrumentals,I Give You My Heart - Upright Piano,294824
2023-03-12 08:59,Hillsong Instrumentals,Open Heaven (River Wild),342053
2023-03-12 09:05,Hillsong Instrumentals,From The Inside Out,342666
2023-03-12 09:09,Hillsong Instrumentals,Thank You Jesus,213493
2023-03-12 09:13,Hillsong Instrumentals,Lead Me To The Cross,285093
2023-03-12 09:19,Hillsong Instrumentals,Whole Heart (Hold Me Now) - Upright Piano,324317
2023-03-12 09:22,Hillsong Instrumentals,Desert Song,195920
2023-03-12 09:26,Hillsong Instrumentals,You'll Come,262386
2023-03-12 09:33,Hillsong Instrumentals,Highlands (Song Of Ascent) - Upright Piano,369795
2023-03-12 09:39,Hillsong Instrumentals,None But Jesus,317026
2023-03-12 09:44,Hillsong Instrumentals,Still - Grand Piano,290757
2023-03-12 09:50,Hillsong Instrumentals,All I Need Is You,364733
2023-03-12 09:53,Hillsong Instrumentals,Jesus Lover Of My Soul - Upright Piano,194148
2023-03-12 09:58,Hillsong Instrumentals,Sinking Deep - Grand Piano,267420
2023-03-12 10:03,Hillsong Instrumentals,Awake My Soul,300187
2023-03-12 10:15,Hillsong Instrumentals,I Surrender,141801
2023-03-12 10:29,Hillsong Instrumentals,I Surrender,54349
2023-03-13 03:59,Hillsong Instrumentals,I Surrender,221889
2023-03-13 04:03,Hillsong Instrumentals,Jesus Lover of My Soul,242013
2023-03-13 04:08,Hillsong Instrumentals,Oceans (Where Feet May Fail) - Upright Piano,318901
2023-03-13 04:11,Hillsong Instrumentals,I Will Praise You,137736
2023-03-13 04:16,Hillsong Worship,I Give You My Heart,321186
2023-03-13 04:20,Michael W. Smith,Draw Me Close - Live,254800
2023-03-13 04:27,Travis Cottrell,What A Beautiful Name / Agnus Dei - Medley,399506
2023-03-13 04:30,Kathryn Scott,I Love You Lord,142400
2023-03-13 04:33,JJ Heller,You Already Know,214360
2023-03-13 04:38,Hillsong Worship,Shout to the Lord,277272
2023-03-13 04:42,Selah,"Wonderful, Merciful Savior",231866
2023-03-13 04:47,Travis Cottrell,The Blood Of Jesus Speaks For Me - Live,298893
2023-03-13 04:51,Urban Rescue,Song Of My Father,247386
2023-03-13 04:54,Maranatha! Vocal Band,Hear My Prayer,152546
2023-03-13 04:57,Kathryn Scott,I Have Decided to Follow Jesus,186946
2023-03-13 05:00,Chris Rice,What a Friend We Have In Jesus,177960
2023-03-13 05:04,Jon Reddick,You Keep Hope Alive,231826
2023-03-13 05:07,Travis Cottrell,Abide With Me,226346
2023-03-13 05:09,Aaron Keyes,Grace Like Rain,91226
2023-03-13 05:11,Audrey Assad,"Oh, the Deep, Deep Love of Jesus (feat. Fernando Ortega)",157337
2023-03-13 05:17,Kathryn Scott,Everlasting God,314853
2023-03-13 05:20,Chris Rice,This Is My Father's World,174946
2023-03-13 05:23,Jadon Lavik,I Need Thee,193106
2023-03-13 05:26,Maranatha! Vocal Band,The Battle Belongs To The Lord,204240
2023-03-13 05:30,I AM THEY,To the One,201613
2023-03-13 05:34,CityAlight,Ancient of Days,286171
2023-03-13 05:37,Sanctus Real,Confidence,181812
2023-03-13 05:41,Chris Rice,Untitled Hymn (Come to Jesus),238600
2023-03-13 05:44,Audrey Assad,Open the Eyes of My Heart,153484
2023-03-13 05:47,Maranatha! Vocal Band,He Knows My Name - World's Greatest Praise & Worship Album Version,204000
2023-03-13 05:52,Hillsong Worship,King Of Kings - Studio,265133
2023-03-13 05:58,The Church Will Sing,Make Room,351349
2023-03-13 06:00,Dave Hunt,The Steadfast Love of the Lord,113386
2023-03-13 06:03,Jadon Lavik,Turn Your Eyes,182106
2023-03-13 06:07,Audrey Assad,How Can I Keep from Singing,261533
2023-03-13 06:11,Keith Green,Create In Me A Clean Heart,260306
2023-03-13 06:15,Sanctus Real,My Hope Is in the Lord,201595
2023-03-13 06:19,CityAlight,Your Will Be Done - (Acoustic Release),256467
2023-03-13 06:24,Keith & Kristyn Getty,The Lord Is My Salvation,321400
2023-03-13 06:27,Jadon Lavik,My Father's World,163880
2023-03-13 06:31,Audrey Assad,I Shall Not Want,222508
2023-03-13 06:34,Keith Green,There Is A Redeemer,190078
2023-03-13 06:38,Starfield,Absolutely,239106
2023-03-13 06:42,Sanctus Real,Jesus Loves You,232960
2023-03-13 06:45,Steven Curtis Chapman,My Redeemer is Faithful and True,200989
2023-03-13 06:51,Jadon Lavik,What A Friend,310506
2023-03-13 06:53,I Love You Lord Performers,As The Deer (Maranatha),147133
2023-03-13 06:55,Lenny LeBlanc,There Is None Like You,132640
2023-03-13 07:00,Maranatha! Vocal Band,No Higher Calling,271693
2023-03-13 07:04,I AM THEY,Found My Freedom (feat. Matthew West),224693
2023-03-13 07:08,Erik Nieder,Faithful,284422
2023-03-13 07:13,Audrey Assad,Immanuel's Land,279426
2023-03-13 07:14,Church of the City,'Tis So Sweet To Trust In Jesus - Live,73407
2023-03-13 07:16,Nicole C. Mullen,Because He Lives,133293
2023-03-13 07:20,Travis Cottrell,Oh My Soul,197373
2023-03-13 07:24,Maranatha! Vocal Band,"I Love You, Lord - World's Greatest Praise & Worship Album Version",250613
2023-03-13 07:28,I AM THEY,Lift My Eyes,222746
2023-03-13 07:29,Dave Bilbrough,As We Seek Your Face,63866
2023-03-13 07:32,Selah,How Deep The Father's Love For Us,204133
2023-03-13 07:35,Jadon Lavik,I Have Decided To Follow Jesus,188291
2023-03-13 07:41,Maranatha! Vocal Band,Create In Me A Clean Heart/I Surrender All,343376
2023-03-13 07:44,I AM THEY,Faithful God,209320
2023-03-13 07:50,Travis Cottrell,In Christ Alone / The Solid Rock,323813
2023-03-13 07:54,Matt Redman,One Day (When We All Get To Heaven) - Radio Version,230026
2023-03-13 07:59,Matt Boswell,Come Behold The Wondrous Mystery,251866
2023-03-13 08:03,Kathryn Scott,When I Survey (The Wondrous Cross) - Live,237680
2023-03-13 08:07,Maranatha! Vocal Band,I See The Lord,232400
2023-03-13 08:12,Travis Cottrell,The Reason,277480
2023-03-13 08:14,I Love You Lord Performers,In Moments Like These,117382
2023-03-13 12:31,Gloria Gaynor,I Will Survive,7862
2023-03-13 12:39,Gloria Gaynor,I Will Survive,94200
2023-03-13 12:44,Lynyrd Skynyrd,Sweet Home Alabama,281400
2023-03-13 12:47,Neil Diamond,Sweet Caroline,203573
2023-03-13 12:47,KC & The Sunshine Band,Give It Up,1750
2023-03-13 12:47,Toploader,Dancing in the Moonlight,26396
2023-03-13 12:51,John Denver,"Take Me Home, Country Roads",197813
2023-03-13 12:51,Bryan Adams,Summer Of '69,1920
2023-03-13 12:51,Bryan Adams,Summer Of '69,1540
2023-03-13 12:51,Bryan Adams,Summer Of '69,810
2023-03-13 12:51,The Beatles,Here Comes The Sun - Remastered 2009,1630
2023-03-13 12:51,Sam Cooke,(What A) Wonderful World - Mono,1290
2023-03-13 12:51,The Supremes,You Can't Hurry Love,2090
2023-03-13 12:51,Ben E. King,Stand By Me,710
2023-03-13 12:51,Chuck Berry,Route 66,0
2023-03-13 12:51,Nitty Gritty Dirt Band,Fishin' in the Dark,370
2023-03-13 12:51,Journey,Don't Stop Believin',1310
2023-03-13 12:51,Journey,Don't Stop Believin',610
2023-03-13 12:51,Queen,Don't Stop Me Now - Remastered 2011,920
2023-03-13 12:51,Aretha Franklin,Respect,1530
2023-03-13 12:51,Elton John,I'm Still Standing,330
2023-03-13 12:51,Elton John,I'm Still Standing,2600
2023-03-13 12:51,Black Eyed Peas,I Gotta Feeling,7666
2023-03-13 12:54,Elton John,I'm Still Standing,183440
2023-03-13 12:55,J. Cole,No Role Modelz,1610
2023-03-13 12:55,Bryan Adams,Summer Of '69,26210
2023-03-13 12:56,Akon,Lonely,3680
2023-03-13 12:59,Akon,Smack That,212360
2023-03-13 13:03,Akon,I Wanna Love You,247066
2023-03-13 13:07,Akon,Right Now (Na Na Na),240746
2023-03-13 13:10,Akon,Locked Up,1940
2023-03-13 13:10,Akon,Chammak Challo,2430
2023-03-13 13:10,Akon,Don't Matter,160576
2023-03-13 13:15,Michael Jackson,Billie Jean,294226
2023-03-13 13:19,Michael Jackson,Beat It,258400
2023-03-13 13:24,Michael Jackson,Chicago,245506
2023-03-13 13:28,Michael Jackson,Smooth Criminal - 2012 Remaster,257760
2023-03-13 13:31,Michael Jackson,Rock with You - Single Version,220626
2023-03-13 13:37,Michael Jackson,Thriller,357800
2023-03-13 13:42,Michael Jackson,The Way You Make Me Feel - 2012 Remaster,298120
2023-03-13 13:49,Michael Jackson,Don't Stop 'Til You Get Enough,365466
2023-03-13 13:53,Michael Jackson,They Don't Care About Us,284160
2023-03-13 13:59,Michael Jackson,Man in the Mirror - 2012 Remaster,318680
2023-03-13 14:05,Michael Jackson,Wanna Be Startin' Somethin',362900
2023-03-13 14:09,Michael Jackson,Baby Be Mine,260467
2023-03-13 14:13,Michael Jackson,The Girl Is Mine (with Paul McCartney),221677
2023-03-13 14:19,Michael Jackson,Thriller,357753
2023-03-13 14:23,Michael Jackson,Beat It,258152
2023-03-13 14:28,Michael Jackson,Billie Jean,294187
2023-03-13 14:32,Michael Jackson,Human Nature,245913
2023-03-13 14:36,Michael Jackson,P.Y.T. (Pretty Young Thing),238723
2023-03-13 14:41,Michael Jackson,The Lady in My Life,298264
2023-03-13 14:42,Michael Jackson,Starlight,62663
2023-03-13 14:44,Noname,Self,94932
2023-03-13 14:47,Noname,Diddy Bop,209451
2023-03-13 14:50,Noname,Rainforest,162436
2023-03-13 14:52,Noname,Song 32,162496
2023-03-13 14:56,Noname,Ace,182751
2023-03-13 14:57,Noname,Song 33,69709
2023-03-13 15:00,Noname,Yesterday,189509
2023-03-13 15:01,Noname,Montego Bae,37282
2023-03-13 15:05,Solange,Cranes in the Sky,250973
2023-03-13 15:06,Solange,Closing: The Chosen Ones,42226
2023-03-13 15:08,Rayana Jay,Nothin' to Talk About,168815
2023-03-13 15:09,Tierra Whack,Flea Market,60000
2023-03-13 15:10,Summer Walker,Baby,59274
2023-03-13 15:14,Dave,Starlight,211935
2023-03-13 15:15,Sainté,On Me,31654
2023-03-13 15:19,Dave,Clash (feat. Stormzy),251733
2023-03-13 15:22,Sainté,Reference,169945
2023-03-13 15:25,Dave,Starlight,211935
2023-03-13 15:29,KSI,Holiday,193733
2023-03-13 15:31,Pheelz,Finesse,151764
2023-03-13 15:34,COMFY,Hoods Hottest,187617
2023-03-13 15:38,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),218210
2023-03-13 15:40,JAY1,DND,123640
2023-03-13 15:43,Ramz,Supercharged,168000
2023-03-13 15:46,Sainté,Hunnids,166000
2023-03-13 15:49,Burna Boy,Last Last,172342
2023-03-13 15:53,Dave,Clash (feat. Stormzy),251733
2023-03-13 15:55,Canking,lemme land?,146878
2023-03-13 15:58,Jack Harlow,Tyler Herro,156578
2023-03-13 16:00,Youngs Teflon,Hustlers Don't Die - Pt. 5,126101
2023-03-13 16:02,Sainté,On Me,118650
2023-03-13 16:04,JAY1,Patiently,152198
2023-03-13 16:08,Dave,Environment,202733
2023-03-13 16:11,Kwengface,Tetley,188304
2023-03-13 16:13,Central Cee,Doja,97392
2023-03-13 16:16,Arz,Alone With You,195200
2023-03-13 16:19,Lavish k,Yo Sho,159089
2023-03-13 16:22,Dave,Verdansk,182285
2023-03-13 16:23,Knucks,Los Pollos Hermanos,95871
2023-03-13 16:25,Outcast Music,Loose,114285
2023-03-13 16:28,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),1017
2023-03-13 16:28,SwitchOTR,Coming for You (feat. A1 x J1),178285
2023-03-13 18:51,U2,I Still Haven't Found What I'm Looking For,277476
2023-03-13 18:58,Eagles,Hotel California - 2013 Remaster,391376
2023-03-13 19:03,R.E.M.,Everybody Hurts,320266
2023-03-13 19:07,Journey,Don't Stop Believin' (2024 Remaster),249093
2023-03-13 19:11,John Mayer,Waiting On the World to Change,201173
2023-03-13 19:14,Plain White T's,Hey There Delilah,232533
2023-03-13 19:19,Train,Drops of Jupiter (Tell Me),259933
2023-03-13 19:23,The Script,For the First Time,252440
2023-03-13 19:26,The Beatles,Here Comes The Sun - Remastered 2009,185733
2023-03-13 19:31,James Bay,Let It Go,260533
2023-03-13 19:35,John Mayer,Your Body Is a Wonderland,249626
2023-03-13 19:38,Five For Fighting,Superman (It's Not Easy),221693
2023-03-13 19:43,Coldplay,Everglow,282693
2023-03-13 19:47,Counting Crows,Big Yellow Taxi,225426
2023-03-13 19:50,Daryl Hall & John Oates,You Make My Dreams (Come True),190626
2023-03-13 19:54,The Fray,You Found Me,241853
2023-03-13 19:57,Lifehouse,You And Me,195493
2023-03-13 20:02,TOTO,Africa,295893
2023-03-13 20:07,Journey,Faithfully (2023 Remaster),266973
2023-03-13 20:11,John Mayer,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",263573
2023-03-13 20:15,Marc Cohn,Walking in Memphis,252613
2023-03-13 20:20,Howie Day,Collide - Acoustic Version,277000
2023-03-13 20:22,Daryl Hall & John Oates,Rich Girl,142786
2023-03-13 20:25,Green Day,Good Riddance (Time of Your Life),153466
2023-03-13 20:30,Coldplay,The Scientist,309600
2023-03-13 20:34,Tom Petty,Free Fallin',256000
2023-03-13 20:38,Nickelback,Far Away,238173
2023-03-13 20:43,The Goo Goo Dolls,Iris,289906
2023-03-14 07:25,Keane,Somewhere Only We Know,104440
2023-03-14 07:29,John Mayer,XO,213626
2023-03-14 07:35,Elton John,Tiny Dancer,377093
2023-03-14 07:39,Journey,Open Arms,202173
2023-03-14 07:42,Chicago,You're the Inspiration - 2006 Remaster,229240
2023-03-14 07:47,Peter Cetera,Glory of Love,258333
2023-03-14 07:51,Oasis,Wonderwall - Remastered,258773
2023-03-14 07:54,Tom Petty,Wildflowers,190320
2023-03-14 07:58,Mr. Big,To Be With You - 2010 Remastered Version,210480
2023-03-14 08:02,Billy Joel,My Life,281973
2023-03-14 08:07,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",281613
2023-03-14 08:11,John Mayer,Love on the Weekend,212626
2023-03-14 08:15,Bryan Adams,Heaven,243360
2023-03-14 08:21,Chicago,Hard Habit to Break - 2006 Remaster,283733
2023-03-14 08:26,REO Speedwagon,Can't Fight This Feeling,294773
2023-03-14 08:31,Coldplay,Magic,285014
2023-03-14 08:36,Mike + The Mechanics,The Living Years,332333
2023-03-14 08:39,The Beatles,Blackbird - Remastered 2009,138386
2023-03-14 08:42,The Bellamy Brothers,Let Your Love Flow,198760
2023-03-14 08:47,Jimmy Eat World,Hear You Me,284373
2023-03-14 08:50,Fleetwood Mac,Landslide,199493
2023-03-14 08:55,Bon Jovi,Thank You For Loving Me,308933
2023-03-14 08:57,The Beatles,Yesterday - Remastered 2009,125666
2023-03-14 09:02,TOTO,Stop Loving You,269226
2023-03-14 09:08,Bryan Adams,(Everything I Do) I Do It For You,393640
2023-03-14 09:11,Coldplay,See You Soon,171373
2023-03-14 09:15,Air Supply,All out of Love,243600
2023-03-14 09:20,Aerosmith,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",298760
2023-03-14 09:24,Breaking Benjamin,Rain,205240
2023-03-14 09:28,Stereophonics,Handbags And Gladrags,277386
2023-03-14 09:33,Bon Jovi,Wanted Dead Or Alive,308666
2023-03-14 09:37,TOTO,I'll Be Over You,229880
2023-03-14 09:44,Don Henley,The End Of The Innocence,315306
2023-03-14 09:48,Poison,Every Rose Has Its Thorn - 2003 Remaster,260173
2023-03-14 09:52,Hoobastank,The Reason,232800
2023-03-14 09:55,Death Cab for Cutie,I Will Follow You into the Dark,189400
2023-03-14 09:59,The Heights,How Do You Talk To An Angel?,227266
2023-03-14 10:03,Eric Clapton,Wonderful Tonight,225026
2023-03-14 10:08,Bruce Hornsby,The Way It Is,297853
2023-03-14 10:12,Def Leppard,When Love And Hate Collide,256866
2023-03-14 10:16,John Waite,Missing You,269760
2023-03-14 10:20,U2,With Or Without You,221612
2023-03-14 10:26,Go Stereo,Best Of 2014 Pop Mashup,330815
2023-03-14 10:26,92 Keys,How Far I'll Go,0
2023-03-14 10:31,Go Stereo,Best Of 2014 Pop Mashup,330815
2023-03-14 10:34,92 Keys,How Far I'll Go,145333
2023-03-14 10:37,Joe Inoue,CLOSER (Royal Ver.),203693
2023-03-14 10:40,Rosa Linn,SNAP,179551
2023-03-14 10:44,Motohiro Hata,透明だった世界,232893
2023-03-14 10:56,Darlene Zschech,In Jesus' Name - Live,599586
2023-03-14 11:00,Darlene Zschech,Best For Me - Live,271920
2023-03-14 11:05,Village People,YMCA - Original Version 1978,286800
2023-03-14 11:09,Blanca,The Healing,229252
2023-03-14 11:14,Local Sound,Time and Time Again,316493
2023-03-14 11:18,TAYA,For All My Life,210066
2023-03-14 11:22,Meredith Andrews,Make Room,242085
2023-03-14 11:25,Blessing Offor,Believe,193091
2023-03-14 11:30,The Belonging Co,Just The Mention Of His Name - Live,310333
2023-03-14 11:34,Vaundy,裸の勇者,201973
2023-03-14 11:39,BUMP OF CHICKEN,クロノスタシス,339870
2023-03-14 11:44,Rachel Anyeme,Kumisama,286500
2023-03-14 11:48,Michael W. Smith,When I Think Of You (Live) - Digital Edit (featuring the African Children's Choir),253586
2023-03-14 11:52,Mali Music,Yin and Yang,216298
2023-03-14 11:56,Florocka,Twale,256998
2023-03-14 12:00,Kanye West,Bound 2,230253
2023-03-14 12:04,Michael W. Smith,Healing Rain / Let It Rain - Live,200426
2023-03-14 12:08,Matisyahu,Jerusalem,240253
2023-03-14 12:15,Banky W.,My Destiny,435472
2023-03-14 12:19,Mali Music,My Blessings (Love Me),211946
2023-03-14 12:22,Andy Grammer,Saved My Life (with R3HAB),174842
2023-03-14 12:25,Andy Grammer,Saved My Life,174842
2023-03-14 12:30,Bobby McFerrin,Don't Worry Be Happy,294400
2023-03-14 12:36,JJ Hairston,You Deserve It (feat. Bishop Cortez Vaughn),365190
2023-03-14 12:40,Avicii,Wake Me Up,247426
2023-03-14 12:45,Twista,Slow Jamz,316053
2023-03-14 12:50,Eminem,Cleanin' Out My Closet,297840
2023-03-14 12:55,Michael W. Smith,Purified,272466
2023-03-14 13:05,Asaph Du Ciel,L'envol de l'aigle,626932
2023-03-14 13:09,Exo,Emmanuel,255817
2023-03-14 13:12,Sanctus Real,Confidence,181812
2023-03-14 13:23,I AM THEY,Tremble,238546
2023-03-14 13:29,Michael W. Smith,Sovereign Over Us,354280
2023-03-14 13:33,Tauren Wells,Famous For (I Believe),242401
2023-03-14 13:41,Hillsong Worship,Need You Here,479213
2023-03-14 13:45,Mali Music,Cry,222795
2023-03-14 13:49,Tye Tribbett,We Gon’ Be Alright,214973
2023-03-14 13:53,Newsboys,Mighty To Save,268026
2023-03-14 13:57,BYU Vocal Point,"Ultimate A Cappella Mashup: 25 Hits, 25 Years",223173
2023-03-14 14:00,DJ KEROZEN,Victoire,218636
2023-03-14 14:04,Bob Marley & The Wailers,Three Little Birds,180266
2023-03-14 14:08,Jason Mraz,I'm Yours,242946
2023-03-14 14:12,Makoma,Napesi,284107
2023-03-14 14:15,Kurt Hugo Schneider,Believer,190080
2023-03-14 14:18,Kurt Hugo Schneider,Cups (When I'm Gone),127384
2023-03-14 14:20,Yagih Mael,Little Do You Know Beat Cry,154064
2023-03-14 14:27,Eminem,Stan,404106
2023-03-14 14:31,HENTAI SHINSHI CLUB,YOKAZE,269547
2023-03-14 14:35,Yuuri,ベテルギウス,230600
2023-03-14 14:41,Kurt Carr & The Kurt Carr Singers,I Almost Let Go,339800
2023-03-14 14:46,Casting Crowns,Praise You In This Storm,297640
2023-03-14 14:50,Planetshakers,Endless Praise - Live,246786
2023-03-14 14:53,Travis Cottrell,What A Beautiful Name / Agnus Dei - Medley,164352
2023-03-14 17:21,Go Stereo,Best Of 2014 Pop Mashup,110140
2023-03-14 17:25,Go Stereo,Best Of 2014 Pop Mashup,220663
2023-03-14 17:29,Imagine Dragons,On Top Of The World,192280
2023-03-14 17:32,Fools Garden,Lemon Tree,191026
2023-03-14 17:38,Ruth B.,Dandelions,233720
2023-03-14 17:44,Owl City,Fireflies,228346
2023-03-14 17:48,Olly Murs,Dance with Me Tonight,202226
2023-03-14 17:51,Harry Styles,Watermelon Sugar,174000
2023-03-14 17:51,Anderson .Paak,Make It Better (feat. Smokey Robinson),3297
2023-03-14 17:51,Sum 41,In Too Deep,29382
2023-03-14 17:51,Michael Bublé,It's a Beautiful Day,3731
2023-03-14 17:52,Soulsister,The Way to Your Heart,3627
2023-03-14 17:52,Train,Drive By,1694
2023-03-14 17:52,Iyaz,Replay,3148
2023-03-14 17:52,Avicii,Waiting For Love,1742
2023-03-14 17:52,Bryan Adams,Summer Of '69,1050
2023-03-14 17:52,Olly Murs,Wrapped Up (feat. Travie McCoy),3703
2023-03-14 17:52,Justin Bieber,Sorry,2676
2023-03-14 17:52,Lost Frequencies,Reality,1848
2023-03-14 17:52,James Bay,Best Fake Smile,1880
2023-03-14 17:52,The Rasmus,In the Shadows,9666
2023-03-14 17:52,U2,Beautiful Day,5489
2023-03-14 17:52,Justin Bieber,Hold On,1264
2023-03-14 17:52,Sheppard,Geronimo,5399
2023-03-14 17:52,Vance Joy,Riptide,3828
2023-03-14 17:52,TobyMac,Steal My Show,7036
2023-03-14 17:52,The Rembrandts,"I'll Be There for You - Theme From ""Friends""",1742
2023-03-14 17:52,Aloe Blacc,I Need A Dollar,1209
2023-03-14 17:52,Sean Kingston,Beautiful Girls,2094
2023-03-14 17:53,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1985
2023-03-14 17:53,Atomic Kitten,Whole Again,2676
2023-03-14 17:56,George Ezra,Shotgun,201287
2023-03-14 18:01,Mac Miller,What's the Use?,288640
2023-03-14 18:09,Miley Cyrus,Malibu,231906
2023-03-14 18:14,Nico & Vinz,Am I Wrong,245866
2023-03-14 18:18,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960
2023-03-14 18:21,Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,203333
2023-03-14 18:24,One Direction,What Makes You Beautiful,199986
2023-03-14 18:31,Vance Joy,Saturday Sun,2437
2023-03-14 18:31,Dr. Dre,Still D.R.E.,206030
2023-03-14 18:31,The Killers,Mr. Brightside,3073
2023-03-14 18:34,Panic! At The Disco,High Hopes,190946
2023-03-14 18:39,Rascal Flatts,Life is a Highway,276320
2023-03-14 18:43,Kings of Leon,Use Somebody,230760
2023-03-14 18:46,Social House,Magic In The Hamptons (feat. Lil Yachty),164640
2023-03-14 18:58,Whitney Houston,How Will I Know,1001
2023-03-14 18:58,Milky Chance,Stolen Dance,313684
2023-03-14 19:00,Milky Chance,Stolen Dance,3427
2023-03-14 19:02,Hailee Steinfeld,Starving,1383
2023-03-14 19:02,Whitney Houston,How Will I Know,86706
2023-03-14 19:02,fun.,We Are Young (feat. Janelle Monáe),3093
2023-03-14 19:05,Axwell /\ Ingrosso,Sun Is Shining,11354
2023-03-14 19:05,Bastille,Pompeii,214147
2023-03-14 19:06,Train,Drops of Jupiter (Tell Me),7458
2023-03-14 19:06,Jason Derulo,Ridin' Solo,35504
2023-03-14 19:06,BANNERS,Someone To You,14797
2023-03-14 19:06,Ed Sheeran,Castle on the Hill,1835
2023-03-14 19:07,Jason Derulo,Trumpets,4105
2023-03-14 19:07,Andy Grammer,"Honey, I'm Good.",3503
2023-03-14 19:08,Backstreet Boys,I Want It That Way,1722
2023-03-14 19:08,Ed Sheeran,Barcelona,1494
2023-03-14 19:08,Flo Rida,Whistle,1840
2023-03-14 19:08,Jan Smit,Als De Morgen Is Gekomen,1317
2023-03-14 19:08,Foo Fighters,Wheels,96860
2023-03-14 19:08,American Authors,Best Day Of My Life,1365
2023-03-14 19:08,Marshmello,Happier,2006
2023-03-14 19:08,Dua Lipa,Levitating (feat. DaBaby),1156
2023-03-14 19:08,TOTO,Africa,1306
2023-03-14 19:08,Imagine Dragons,I Bet My Life,1937
2023-03-14 19:09,The Killers,Somebody Told Me,4439
2023-03-14 19:09,Paul Elstak,Rainbow In The Sky - K & A's Radio Blast,1634
2023-03-14 19:12,Kelly Clarkson,Since U Been Gone,1544
2023-03-14 19:12,Macklemore & Ryan Lewis,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",1432
2023-03-14 19:12,Wim Soutaer,Allemaal,1488
2023-03-14 19:12,Eminem,Stan,226248
2023-03-14 19:19,Hot Chelle Rae,Tonight Tonight,200466
2023-03-14 19:21,League of Legends,Piercing Light,59134
2023-03-15 08:37,U2,I Still Haven't Found What I'm Looking For,277476
2023-03-15 08:44,Eagles,Hotel California - 2013 Remaster,391376
2023-03-15 08:49,R.E.M.,Everybody Hurts,320266
2023-03-15 08:53,Journey,Don't Stop Believin' (2024 Remaster),249093
2023-03-15 08:57,Plain White T's,Hey There Delilah,232533
2023-03-15 09:00,John Mayer,Waiting On the World to Change,201173
2023-03-15 09:05,Train,Drops of Jupiter (Tell Me),259933
2023-03-15 09:09,The Script,For the First Time,252440
2023-03-15 09:12,The Beatles,Here Comes The Sun - Remastered 2009,185733
2023-03-15 09:16,Five For Fighting,Superman (It's Not Easy),221693
2023-03-15 09:20,The Fray,You Found Me,241853
2023-03-15 09:24,John Mayer,Your Body Is a Wonderland,249626
2023-03-15 09:29,TOTO,Africa,295893
2023-03-15 09:33,Counting Crows,Big Yellow Taxi,225426
2023-03-15 09:36,Daryl Hall & John Oates,You Make My Dreams (Come True),190626
2023-03-15 09:39,Lifehouse,You And Me,195493
2023-03-15 09:44,Coldplay,Everglow,282693
2023-03-15 09:48,James Bay,Let It Go,260533
2023-03-15 09:52,Marc Cohn,Walking in Memphis,252613
2023-03-15 09:55,Green Day,Good Riddance (Time of Your Life),153466
