endTime,artistName,trackName,msPlayed
2023-07-12 14:46,xander.,See me in Your Dreams,147000
2023-07-12 14:49,Tom Doolie,New Fields,132426
2023-07-12 14:51,ticofaces,Arrival,147200
2023-07-12 14:54,Team Astro,Empty Shelves,154462
2023-07-12 14:56,Allem Iversom,Sky Above,174545
2023-07-12 14:58,Sitting Duck,Setting Sails,114000
2023-07-12 15:01,TABAL,An Unknown Journey,142857
2023-07-12 15:03,WYS,Spanish Castle,160800
2023-07-12 15:06,Charlee Nguyen,Heart of the Sea,142325
2023-07-12 15:08,Fatb,Aurora Boreale,108648
2023-07-12 15:10,HM Surf,Drøm,144054
2023-07-12 15:12,Lenny Loops,Reassuring Skies,144000
2023-07-12 15:16,drkmnd,Satellite Nights,192039
2023-07-12 15:18,Mindeliq,Birds In The Sky,150892
2023-07-12 15:20,trxxshed,Recurring Dreams,126315
2023-07-12 15:24,xander.,Uncertainty,218333
2023-07-12 15:26,Loafy Building,Reflecting,133880
2023-07-12 15:28,cxlt.,Without You,137142
2023-07-12 15:32,Phlocalyst,Gloomy Nights,187500
2023-07-12 15:35,Raimu,We Met In the Forest,201142
2023-07-12 15:37,hi jude,ocean rays,145945
2023-07-12 15:40,Bert,fuji,165013
2023-07-12 15:43,dryhope,4 Months,187312
2023-07-12 15:46,DLJ,Glow,168000
2023-07-12 15:49,Tenno,Daydreaming,173823
2023-07-12 15:52,DaniSogen,A Breath of Fresh Air,158490
2023-07-12 15:54,Krynoze,Remembering You,153692
2023-07-12 15:56,Hevi,Runaway,126692
2023-07-12 15:59,sinnr,Cybele,132111
2023-07-12 16:00,Bhxa,ayla,108800
2023-07-12 16:03,Hoogway,Sunrise Echoes,146000
2023-07-12 16:05,dryhope,Amber,126203
2023-07-12 16:08,Jhove,i hope this never ends,156000
2023-07-12 16:10,Kainbeats,Starlit Pools,144922
2023-07-12 16:13,Tonion,Holy Cloud,205714
2023-07-12 16:17,xander.,Everlasting,224680
2023-07-12 16:20,Yasumu,We Met,141442
2023-07-12 16:22,Tibeauthetraveler,Childlike Wonder,148495
2023-07-12 16:26,xander.,Healing,226666
2023-07-12 16:28,Mavine,Lockdown,108813
2023-07-12 16:30,Hevi,Morning Brew,139882
2023-07-12 16:32,Hoogway,Opening,135223
2023-07-12 16:35,Nogymx,Whispers of Eden,139000
2023-07-12 16:37,Tom Doolie,Sincere,123240
2023-07-12 16:39,takeo,Blue Moon,132971
2023-07-12 16:42,DaniSogen,Adanel,160000
2023-07-12 16:44,Refeeld,Rewinding Memories,142593
2023-07-12 16:47,Towerz,Distant Thoughts,182692
2023-07-12 16:49,Chris Mazuera,Dozing,146346
2023-07-12 16:51,Sleepermane,In Between Cycles,115979
2023-07-12 16:54,kudo,cool winds,154960
2023-07-12 16:57,C4C,Chérie,207483
2023-07-12 17:00,HM Surf,Sugar Haze,147692
2023-07-12 17:04,xander.,Journey,230137
2023-07-12 17:07,Mondo Loops,Essence of the Forest,168000
2023-07-12 17:09,brillion.,Moonglow,173164
2023-07-12 17:12,Tibeauthetraveler,White Butterfly,143397
2023-07-12 17:14,Tenno,Into the Reverie,156190
2023-07-12 17:18,amies,Come Find Me,206769
2023-07-12 17:21,Raimu,Morning's Chant,207187
2023-07-12 17:23,Leavv,Fields,118153
2023-07-12 17:26,Blue Wednesday,Wildflower,154310
2023-07-12 17:29,xander.,The Memories We Shared,194594
2023-07-12 17:32,Kanisan,Lights Out,140850
2023-07-12 17:34,Elior,Discover,159529
2023-07-12 17:37,Lucid Keys,Fantasia,148714
2023-07-12 17:40,Raimu,Bliss,177000
2023-07-12 17:42,Prithvi,Unknown Realms,147692
2023-07-12 17:44,Nvmb.,yourcolors,133995
2023-07-12 17:48,H.1,A Way Home,189802
2023-07-12 17:50,tender spring,It's Alright To Feel Afraid,152851
2023-07-12 17:52,Tenno,Overgrown,137910
2023-07-12 17:55,Mondo Loops,Message in a Dream,128000
2023-07-12 17:57,Casiio,Depths,130917
2023-07-12 18:00,Blue Wednesday,The Descent,213038
2023-07-12 18:03,S N U G,Circadian,137600
2023-07-12 18:05,Towerz,to fall,127234
2023-07-12 18:08,xander.,Thoughtful,177000
2023-07-12 18:10,mtch.,Fading Light,138225
2023-07-12 18:14,xander.,Wall,211862
2023-07-12 18:16,Hevi,Ethereal,140670
2023-07-12 18:19,kyu,Daydream,168690
2023-07-12 18:21,Living Room,Koshi,125571
2023-07-12 18:24,Krynoze,Blooming Dales,166321
2023-07-12 18:26,cxlt.,Rays Of Light,123333
2023-07-12 18:28,Louk,I'll Meet You At The Station,146012
2023-07-12 18:31,softy,We'll Be Alright,157452
2023-07-12 18:33,trxxshed,Ivory,147000
2023-07-12 18:36,idylla,Dreamwisp,168421
2023-07-12 18:39,Spencer Hunt,Dreamscape,179985
2023-07-12 18:42,Nothingtosay,Lazyness,161804
2023-07-12 18:45,Purrple Cat,Tabula Rasa,192312
2023-07-12 18:47,l'Outlander,Homeland,127236
2023-07-12 18:49,Kainbeats,A Walk Through the Sky,141396
2023-07-12 18:52,Hevi,Beyond The Dreams,164942
2023-07-12 18:54,Spencer Hunt,willow hill,90151
2023-07-12 18:54,Alex Lenard,Mood,7530
2023-07-12 18:54,Alex Lenard,Mood,18970
2023-07-12 18:57,Alex Lenard,Mood,149190
2023-07-12 18:59,Joseph Allen,Footprint,114146
2023-07-12 19:01,Lil Mosey,Blueberry Faygo,162546
2023-07-12 19:04,Promoting Sounds,Broken Glass,153600
2023-07-12 19:07,Surfaces,Sunday Best,158571
2023-07-12 19:09,24kGoldn,Mood (feat. iann dior),140533
2023-07-12 19:12,Mark Mendy,I Don't Wanna Be Your Friend,162352
2023-07-12 19:14,The Kid LAROI,SO DONE,126521
2023-07-12 19:17,Tai Verdes,AOK,173640
2023-07-12 19:19,Walker Hayes,Fancy Like,161853
2023-07-12 19:21,Lathan Warlick,Over Yonder (feat. Matt Stell),122026
2023-07-12 19:24,24kGoldn,"3, 2, 1",131586
2023-07-12 19:27,Justin Bieber,Intentions (feat. Quavo),212866
2023-07-12 19:30,The Kid LAROI,WITHOUT YOU,161384
2023-07-12 19:32,Myles Parrish,Find My Way To You (feat. Shalom Margaret),127714
2023-07-12 19:35,Juice WRLD,Come & Go (with Marshmello),205484
2023-07-12 19:38,Kyle Exum,Bassthoven,127593
2023-07-12 19:40,24kGoldn,Coco (feat. DaBaby),142000
2023-07-12 19:43,Justin Bieber,Hold On,170813
2023-07-12 20:37,The Kid LAROI,STAY (with Justin Bieber),141805
2023-07-12 20:40,Jack Harlow,WHATS POPPIN,139741
2023-07-12 20:43,Roddy Ricch,The Box,196652
2023-07-12 20:46,Arizona Zervas,ROXANNE,163636
2023-07-12 20:49,24kGoldn,VALENTINO,179133
2023-07-12 20:52,Justin Bieber,Holy (feat. Chance The Rapper),212093
2023-07-12 20:55,Surfaces,Sunny Side Up,171133
2023-07-12 20:58,Jawsh 685,Savage Love (Laxed - Siren Beat),171374
2023-07-12 21:01,Joel Corry,Head & Heart (feat. MNEK),166028
2023-07-12 21:04,DaBaby,ROCKSTAR (feat. Roddy Ricch),181733
2023-07-12 21:06,24kGoldn,CITY OF ANGELS,112493
2023-07-12 21:09,Lukas Graham,Share That Love (feat. G-Eazy),172398
2023-07-12 21:12,Kane Brown,Be Like That - feat. Swae Lee & Khalid,191406
2023-07-12 21:14,Pop Smoke,What You Know Bout Love,160000
2023-07-12 21:19,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",195428
2023-07-12 21:20,Juice WRLD,Wishing Well,13323
2023-07-12 21:23,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",192745
2023-07-12 21:26,elijah woods,lights,174817
2023-07-12 21:29,Sam Fischer,This City Remix (feat. Anne-Marie),197328
2023-07-12 21:32,Dustystaytrue,Never Change,154773
2023-07-12 21:34,vaultboy,everything sucks,115401
2023-07-12 21:38,Drake,Toosie Slide,247058
2023-07-12 21:41,24kGoldn,Mood (Lil Ghost 小鬼 Remix) feat. iann dior & Lil Ghost,197378
2023-07-12 21:44,AJR,Bang!,170880
2023-07-12 21:47,Nelly,Lil Bit (feat. Florida Georgia Line),195962
2023-07-12 21:49,Bryson Gray,Trump Is Your President,92961
2023-07-12 21:52,Sam Fischer,This City,194853
2023-07-12 21:55,Louyah,Cut Off,179962
2023-07-12 21:57,BRELAND,Hot Sauce,144000
2023-07-12 22:00,Tones And I,Fly Away,178156
2023-07-12 22:03,John K,if we never met (feat. Kelsea Ballerini),144243
2023-07-12 22:05,Joseph Allen,Footprint,114146
2023-07-12 22:07,24kGoldn,Mood (feat. iann dior),140533
2023-07-12 22:10,Promoting Sounds,Broken Glass,153600
2023-07-12 22:12,The Kid LAROI,WITHOUT YOU,161384
2023-07-12 22:15,Surfaces,Sunday Best,158571
2023-07-12 22:18,Tai Verdes,AOK,173640
2023-07-12 22:19,Lil Mosey,Blueberry Faygo,63000
2023-07-13 11:13,Alex Lenard,Mood,146717
2023-07-13 11:16,24kGoldn,Coco (feat. DaBaby),142000
2023-07-13 11:18,The Kid LAROI,STAY (with Justin Bieber),141805
2023-07-13 11:21,Justin Bieber,Holy (feat. Chance The Rapper),212093
2023-07-13 11:24,Arizona Zervas,ROXANNE,163636
2023-07-13 11:27,Sammy Arriaga,Just Another (Acoustic) [feat. Jillian Jacqueline],150100
2023-07-13 11:29,Polo G,RAPSTAR,165925
2023-07-13 11:32,24kGoldn,"3, 2, 1",131586
2023-07-13 11:34,The Kid LAROI,SO DONE,126521
2023-07-13 11:37,Marshmello,One Thing Right,181823
2023-07-13 14:19,Lukas Graham,7 Years,237300
2023-07-13 14:23,Lukas Graham,Love Someone,205440
2023-07-13 14:26,The Script,Hall of Fame (feat. will.i.am),202533
2023-07-13 14:28,Sik World,7 Years (Remix),134197
2023-07-13 14:32,The Chainsmokers,Don't Let Me Down,208373
2023-07-13 14:35,OneRepublic,Secrets,224693
2023-07-13 14:39,Lukas Graham,Take the World By Storm,191760
2023-07-13 14:42,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960
2023-07-13 14:45,Dean Lewis,How Do I Say Goodbye,163603
2023-07-13 14:48,Joel Adams,Please Don't Go,210580
2023-07-13 14:52,Florida Georgia Line,H.O.L.Y.,194186
2023-07-13 14:55,Martin Garrix,In the Name of Love,195706
2023-07-13 14:59,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258431
2023-07-13 15:03,fun.,We Are Young (feat. Janelle Monáe),250626
2023-07-13 15:07,Lukas Graham,Mama Said,206902
2023-07-13 15:10,Marshmello,Silence,180822
2023-07-13 15:14,The Chainsmokers,Something Just Like This,247160
2023-07-13 15:17,Flo Rida,My House,192190
2023-07-13 15:21,Charlie Puth,One Call Away,194453
2023-07-13 15:24,Lukas Graham,Stick Around,192613
2023-07-13 15:27,Phillip Phillips,"Gone, Gone, Gone",209693
2023-07-13 15:30,Avicii,The Nights,176658
2023-07-13 15:34,The Chainsmokers,Paris,221506
2023-07-13 15:38,Coldplay,Hymn for the Weekend,258266
2023-07-13 15:42,Lukas Graham,What Happened to Perfect,236853
2023-07-13 15:46,Passenger,Let Her Go,252733
2023-07-13 15:50,Rixton,Me And My Broken Heart,193733
2023-07-13 15:54,Adele,Set Fire to the Rain,242973
2023-07-13 15:57,MAGIC!,Rude,224840
2023-07-13 16:01,Lukas Graham,Not a Damn Thing Changed,193520
2023-07-13 16:04,John Legend,Love Me Now,210293
2023-07-13 16:07,OMI,Cheerleader (Felix Jaehn Remix) - Radio Edit,180565
2023-07-13 16:11,Marshmello,Happier,214289
2023-07-13 16:14,Imagine Dragons,Whatever It Takes,201240
2023-07-13 16:18,5 Seconds of Summer,Amnesia,237247
2023-07-13 16:22,Lukas Graham,Happy Home,218733
2023-07-13 16:25,Rag'n'Bone Man,Human,200186
2023-07-13 16:28,OneRepublic,Let's Hurt Tonight,194520
2023-07-13 16:32,Sia,Cheap Thrills,211666
2023-07-13 16:36,The Fray,How to Save a Life,262533
2023-07-13 16:41,The Script,Breakeven,261426
2023-07-13 16:44,Lukas Graham,You're Not There,202893
2023-07-13 16:48,James TW,When You Love Someone,216560
2023-07-13 16:51,The Chainsmokers,All We Know,194080
2023-07-13 16:56,Ruth B.,Lost Boy,276066
2023-07-13 16:59,Andy Grammer,Fresh Eyes,198001
2023-07-13 17:02,Lukas Graham,Everything That Isn't Me,197746
2023-07-13 17:06,The Script,If You Could See Me Now,219546
2023-07-13 17:09,Vance Joy,Riptide,204280
2023-07-13 17:13,Justin Bieber,What Do You Mean? - Acoustic,203800
2023-07-13 17:16,Dean Lewis,Be Alright,196493
2023-07-13 17:19,Lukas Graham,Drunk in the Morning,203080
2023-07-13 17:23,The Chainsmokers,Closer,244960
2023-07-13 17:26,The Lumineers,Ho Hey,163133
2023-07-13 17:30,Justin Bieber,Love Yourself,233720
2023-07-13 17:34,James Arthur,Impossible,209440
2023-07-13 17:38,Lukas Graham,7 Years,273091
2023-07-13 17:41,Imagine Dragons,Thunder,187146
2023-07-13 17:45,Train,Play That Song,243253
2023-07-13 17:49,Jon Bellion,All Time Low,217603
2023-07-13 17:52,Brandon Beal,Golden,204720
2023-07-13 17:57,Lukas Graham,"Better Than Yourself (Criminal Mind, Pt. 2)",266226
2023-07-13 18:00,X Ambassadors,Unsteady,193546
2023-07-13 18:04,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",211760
2023-07-13 18:07,Timeflies,Once In a While,215160
2023-07-13 18:10,B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480
2023-07-13 18:13,Lukas Graham,Lie,179841
2023-07-13 18:17,Wiz Khalifa,See You Again (feat. Charlie Puth),229525
2023-07-13 18:20,Major Lazer,Cold Water (feat. Justin Bieber & MØ),185351
2023-07-13 18:24,James TW,Say Love,221386
2023-07-13 18:27,American Authors,Best Day Of My Life,194240
2023-07-13 18:30,Lukas Graham,Home Movies - Acoustic,195346
2023-07-13 18:33,Niall Horan,Slow Hands,188174
2023-07-13 18:37,Jonas Blue,Fast Car,212424
2023-07-13 18:40,AJR,Weak,201160
2023-07-13 18:45,Coldplay,Paradise,278719
2023-07-13 18:49,Lukas Graham,Funeral,244626
2023-07-13 18:52,Avicii,Without You (feat. Sandro Cavazza),181672
2023-07-13 18:56,Zedd,Stay,210090
2023-07-13 18:59,Thomas Rhett,Die A Happy Man,227426
2023-07-13 19:02,Tom Walker,Just You and I,174982
2023-07-13 19:06,Lukas Graham,Call My Name,201178
2023-07-13 19:09,Dean Lewis,Half A Man,179120
2023-07-13 19:12,Owl City,My Everything,225080
2023-07-13 19:17,Avicii,Wake Me Up,247426
2023-07-13 19:20,Kygo,It Ain't Me (with Selena Gomez),220780
2023-07-13 19:23,Lukas Graham,Lullaby,191813
2023-07-13 19:27,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",215413
2023-07-13 19:31,Luke Christopher,Lot to Learn,248386
2023-07-13 19:34,Frans,If I Were Sorry,184060
2023-07-13 19:38,Nico & Vinz,Am I Wrong,245866
2023-07-13 19:42,Lukas Graham,Happy For You,226402
2023-07-13 19:46,mgk,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804
2023-07-13 19:50,Eminem,The Monster,250188
2023-07-13 19:53,OneRepublic,Wherever I Go,169773
2023-07-13 19:56,Charlie Puth,One Call Away - Acoustic,189052
2023-07-13 19:59,Lukas Graham,Strip No More,206346
2023-07-13 20:03,Lauv,I Like Me Better,197436
2023-07-13 20:07,Coldplay,A Sky Full of Stars,267866
2023-07-13 20:11,Owl City,Not All Heroes Wear Capes,226568
2023-07-13 20:14,Phlake,Pregnant,220933
2023-07-13 20:19,Lukas Graham,7 Years - (Later) [Live],286169
2023-07-13 20:23,Tom Walker,Just You and I - Acoustic,198101
2023-07-13 20:26,Mike Perry,The Ocean (feat. Shy Martin),183414
2023-07-13 20:30,The Script,Superheroes,162147
2023-07-13 20:30,Justin Bieber,Intentions (feat. Quavo),183176
2023-07-13 21:06,The Script,Superheroes,226599
2023-07-13 21:09,The Script,Hall of Fame (feat. will.i.am),202533
2023-07-13 21:13,Lukas Graham,7 Years,237300
2023-07-13 21:16,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210960
2023-07-13 21:20,Joel Adams,Please Don't Go,210580
2023-07-13 21:23,Phillip Phillips,Home,210173
2023-07-13 21:27,The Script,Superheroes,19114
2023-07-13 21:27,5 Seconds of Summer,Amnesia,237247
2023-07-13 21:31,The Script,If You Could See Me Now,219546
2023-07-13 21:35,Lukas Graham,Mama Said,206902
2023-07-13 21:38,Charlie Puth,One Call Away,194453
2023-07-13 21:41,Avicii,The Nights,176658
2023-07-13 21:45,Passenger,Let Her Go,252733
2023-07-13 21:48,5 Seconds of Summer,Youngblood,203417
2023-07-13 21:52,Oh Honey,Be Okay,198674
2023-07-13 21:56,The Script,Breakeven,261426
2023-07-13 22:00,Coldplay,Hymn for the Weekend,258266
2023-07-13 22:04,MAGIC!,Rude,224840
2023-07-13 22:08,The Afters,Light up the Sky,218840
2023-07-13 22:11,Passenger,Holes,213173
2023-07-13 22:15,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493
2023-07-13 22:18,Tyrone Wells,Sink Or Swim,178093
2023-07-13 22:21,The Script,Paint the Town Green,211800
2023-07-13 22:25,NEEDTOBREATHE,Brother (feat. Gavin DeGraw),208205
2023-07-13 22:28,OMI,Cheerleader (Felix Jaehn Remix) - Radio Edit,180565
2023-07-13 22:32,Lupe Fiasco,Battle Scars (with Guy Sebastian),250320
2023-07-13 22:36,Coldplay,Viva La Vida,242373
2023-07-13 22:40,Picture This,Saviour,225213
2023-07-13 22:43,Carly Rae Jepsen,Call Me Maybe,193400
2023-07-13 22:46,The Script,"Never Seen Anything ""Quite Like You""",202586
2023-07-13 22:50,Marshmello,Happier,214289
2023-07-13 22:55,Mumford & Sons,I Will Wait,276720
2023-07-13 22:58,Hoodie Allen,Make It Home (feat. Kina Grannis),197554
2023-07-13 23:01,Vance Joy,Riptide,204280
2023-07-13 23:04,The Script,Millionaires,189466
2023-07-13 23:08,Train,Play That Song,243253
2023-07-13 23:12,Ashes Remain,Here for a Reason,187240
2023-07-13 23:16,The Fray,How to Save a Life,262533
2023-07-13 23:19,MKTO,Classic,175426
2023-07-13 23:22,The Script,If You See Kay,192240
2023-07-13 23:25,Iyaz,Replay,182306
2023-07-13 23:28,B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480
2023-07-13 23:31,The Lumineers,Ho Hey,163133
2023-07-13 23:34,American Authors,Best Day Of My Life,194240
2023-07-13 23:38,The Script,Six Degrees of Separation,232253
2023-07-13 23:41,Avicii,Without You (feat. Sandro Cavazza),181672
2023-07-13 23:45,Alesso,Heroes (we could be),210013
2023-07-13 23:48,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",211760
2023-07-13 23:52,James Arthur,Impossible,209440
2023-07-13 23:56,The Script,The Man Who Can't Be Moved,241373
2023-07-13 23:59,James TW,When You Love Someone,216560
2023-07-14 00:03,Shawn McDonald,We Are Brave,221493
2023-07-14 00:06,The Script,Hall of Fame (feat. will.i.am) - Jimbo Remix,182200
2023-07-16 16:55,Burna Boy,Last Last,172342
2023-07-16 16:58,Burna Boy,For My Hand (feat. Ed Sheeran),159124
2023-07-16 17:02,Dave,Location (feat. Burna Boy),241293
2023-07-16 17:04,Burna Boy,Sittin' On Top Of The World,159372
2023-07-16 17:08,Sidhu Moose Wala,Mera Na,201200
2023-07-16 17:09,Burna Boy,It's Plenty,114727
2023-07-17 13:26,P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",91091
2023-07-17 13:26,Burna Boy,It's Plenty,102276
2023-07-17 13:30,Burna Boy,It's Plenty,216992
2023-07-17 13:32,Kizz Daniel,We Wan Comot,52760
2023-07-18 20:51,Deborah Lukalu,Restauré,498155
2023-07-18 20:52,KiDi,Golden Boy,50123
2023-07-18 20:52,KiDi,So Fine,12842
2023-07-18 20:53,Ks Bloom,Commando,13930
2023-07-18 20:56,Ks Bloom,Commando,192000
2023-07-18 20:58,Marizu,Victory song,157714
2023-07-18 21:01,Didi B,Depuis que j'ai l'argent,161167
2023-07-18 21:03,Fast Food Music Christ,Quelqu'un peut écouter,122583
2023-07-19 10:54,Gateway Worship,The Lord Reigns - Live,252606
2023-07-19 10:57,Hillsong Worship,Run,200026
2023-07-19 11:11,Planetshakers,Nothing Is Impossible (Featuring Israel Houghton),244333
2023-07-19 11:14,Planetshakers,Turn It Up - Live,224653
2023-07-19 11:25,Planetshakers,Endless Praise - Live,246786
2023-07-19 11:42,Planetshakers,Dance - Live,232893
2023-07-19 11:47,Planetshakers,Let's Go,244696
2023-07-19 11:51,Planetshakers,Joy - Live,243200
2023-07-19 11:55,Planetshakers,Nobody Like You,220393
2023-07-19 11:58,Planetshakers,Limitless - Live,210040
2023-07-19 12:03,Planetshakers,We Are Free - Live,303626
2023-07-19 12:06,Planetshakers,Put Your Hands Up - Live,171661
2023-07-19 12:15,Planetshakers,Sing It Again - Live,155144
2023-07-20 02:13,Hillsong Instrumentals,For This Cause - Grand Piano,374285
2023-07-20 02:18,Hillsong Instrumentals,Beautiful Exchange,319666
2023-07-20 02:23,Hillsong Instrumentals,Christ Is Enough - Grand Piano,249237
2023-07-20 02:30,Hillsong Instrumentals,Starts and Ends,428770
2023-07-20 02:34,Hillsong Instrumentals,New Wine,263778
2023-07-20 02:40,Hillsong Instrumentals,All I Need Is You,364733
2023-07-20 02:45,Hillsong Instrumentals,Here Now (Madness) - Upright Piano,296882
2023-07-20 02:50,Hillsong Instrumentals,Mighty To Save - Grand Piano,270037
2023-07-20 06:51,Hillsong Instrumentals,Give Thanks - Grand Piano,52949
2023-07-20 06:51,Mali Music,Book of Mali (Intro),6826
2023-07-20 06:55,Mali Music,My Blessings (Love Me),211946
2023-07-20 06:56,Mali Music,Apologize (feat. Deanna Dixon),32931
2023-07-20 07:00,Burna Boy,For My Hand (feat. Ed Sheeran),16370
2023-07-20 07:00,Mali Music,Book of Mali (Intro),3552
2023-07-20 07:04,Mali Music,My Blessings (Love Me),211946
2023-07-20 07:07,Mali Music,My Blessings (Love Me),211946
2023-07-20 07:12,Mali Music,Apologize (feat. Deanna Dixon),4040
2023-07-20 07:12,Mali Music,My Blessings (Love Me),211946
2023-07-20 07:12,Mali Music,My Blessings (Love Me),10080
2023-07-20 07:12,Mali Music,Book of Mali (Intro),3482
2023-07-20 07:16,Mali Music,Let Go,0
2023-07-20 07:16,Mali Music,Blessed,201983
2023-07-20 07:20,Florocka,Twale,256998
2023-07-20 07:27,Banky W.,My Destiny,435472
2023-07-20 07:28,Mali Music,My Blessings (Love Me),69049
2023-07-20 07:33,Mali Music,Cry,222795
2023-07-20 08:00,Mali Music,Yin and Yang,216298
2023-07-20 08:04,Florocka,Twale,256998
2023-07-20 08:18,Banky W.,My Destiny,410708
2023-07-20 08:22,Mali Music,My Blessings (Love Me),211946
2023-07-20 08:45,BYU Vocal Point,"Ultimate A Cappella Mashup: 25 Hits, 25 Years",626
2023-07-20 08:45,Tye Tribbett,We Gon’ Be Alright,394
2023-07-20 08:45,Newsboys,Mighty To Save,325
2023-07-20 08:45,Newsboys,Mighty To Save,0
2023-07-20 08:45,Mali Music,Cry,74297
2023-07-20 08:49,Tye Tribbett,We Gon’ Be Alright,214973
2023-07-20 08:53,Newsboys,Mighty To Save,268026
2023-07-20 08:57,BYU Vocal Point,"Ultimate A Cappella Mashup: 25 Hits, 25 Years",223173
2023-07-20 09:00,Jason Mraz,I'm Yours,1068
2023-07-20 09:00,DJ KEROZEN,Victoire,211163
2023-07-20 09:00,Bob Marley & The Wailers,Three Little Birds,1602
2023-07-20 09:05,Makoma,Napesi,284107
2023-07-20 09:08,Kurt Hugo Schneider,Believer,190080
2023-07-20 09:18,Kurt Hugo Schneider,Cups (When I'm Gone),67601
2023-07-20 09:21,Yagih Mael,Little Do You Know Beat Cry,154064
2023-07-20 09:27,Eminem,Stan,404106
2023-07-20 09:32,HENTAI SHINSHI CLUB,YOKAZE,269547
2023-07-20 09:34,Yuuri,ベテルギウス,125516
2023-07-20 09:40,Kurt Carr & The Kurt Carr Singers,I Almost Let Go,339800
2023-07-20 09:45,Casting Crowns,Praise You In This Storm,297640
2023-07-20 09:49,Planetshakers,Endless Praise - Live,246786
2023-07-20 12:16,KOHTA YAMAMOTO,Ashes on The Fire (Attack on Titan The Final Season Original Soundtrack),10962
2023-07-20 12:16,Travis Cottrell,What A Beautiful Name / Agnus Dei - Medley,399506
2023-07-20 12:20,Jason Derulo,Ridin' Solo,3865
2023-07-20 12:20,Planetshakers,Turn It Up - Live,224653
2023-07-20 12:23,Marshmello,Silence,180822
2023-07-20 12:28,Foo Fighters,Wheels,278213
2023-07-20 12:32,OneRepublic,Good Life - from One Night In Malibu,238991
2023-07-20 12:33,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),46254
2023-07-20 12:33,Hbeatz,Hennessy,812
2023-07-20 12:33,Hbeatz,Disrepect,58162
2023-07-20 12:33,Hbeatz,Sunnyside,952
2023-07-20 14:22,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),164708
2023-07-20 14:25,Capital Kings,Love Is on Our Side,4704
2023-07-20 14:25,Sukima Switch,LINE,5131
2023-07-20 14:25,Lil Mosey,Noticed,165000
2023-07-20 14:25,Ami Sakaguchi,セントラル,2159
2023-07-20 14:30,Yamazaru,風,249146
2023-07-20 14:39,KANA-BOON,シルエット,240133
2023-07-20 14:43,NICO Touches the Walls,ニワカ雨ニモ負ケズ,261653
2023-07-20 15:02,Daft Punk,One More Time,320357
2023-07-20 15:05,Capital Cities,Safe And Sound,192789
2023-07-20 15:06,Young Stunna,Adiwele (feat. Kabza De Small & DJ Maphorisa),3179
2023-07-20 15:06,Apathy,Martha Moxley (Rest in Peace) - Instrumental,2693
2023-07-20 15:10,Chris Tomlin,God Who Listens (feat. Thomas Rhett),249480
2023-07-20 15:14,Fitz and The Tantrums,Out of My League,209386
2023-07-20 15:17,Flo Rida,My House,192190
2023-07-20 15:20,Grant Gustin,Runnin' Home to You,166693
2023-07-20 15:22,Melissa Benoist,Moon River,134786
2023-07-20 15:26,Ed Sheeran,Shape of You,233712
2023-07-20 15:38,Gael Music,Amen Amen - Live,707720
2023-07-20 15:41,Simple Plan,I'm Just a Kid,198333
2023-07-20 15:45,The Script,Superheroes,245466
2023-07-20 15:49,Deejay-jl,ça me concerne pas,9042
2023-07-20 15:49,Michael W. Smith,Grace,247266
2023-07-20 15:53,Casting Crowns,Nobody (feat. Matthew West),206400
2023-07-20 15:58,Black Eyed Peas,I Gotta Feeling,289133
2023-07-20 21:02,Michael W. Smith,Grace - Live,14236
2023-07-21 12:11,Florocka,Twale,256998
2023-07-21 12:13,Ellie Holcomb,I Will Carry You - Radio Version,1718
2023-07-21 12:13,DOE,What I'm Waiting For,1416
2023-07-21 12:13,Banky W.,My Destiny,108540
2023-07-21 12:16,Blessing Offor,Believe,193091
2023-07-21 12:22,Local Sound,Time and Time Again,316493
2023-07-21 12:26,Jervis Campbell,Hold Me Together,273854
2023-07-21 12:30,Andrew Ripp,Fill My Cup,207084
2023-07-21 12:33,Jeremy Riddle,Home,196706
2023-07-21 12:41,Jon Reddick,I Believe It (The Life of Jesus),225941
2023-07-21 12:44,for KING & COUNTRY,Love Me Like I Am (with Jordin Sparks),181012
2023-07-21 12:48,Sanctus Real,Won't Let Me Go,215213
2023-07-21 12:51,Jervis Campbell,Teach Me to Dance (Acoustic Version),218510
2023-07-21 12:55,Hillside Recording,QUIET - Acoustic,191666
2023-07-21 12:58,Andrew Ripp,For the Love of God,228134
2023-07-21 13:42,Jon Reddick,Glory and Majesty,284970
